,text,sentiment
16455,ok star trek fan give the new movie good review get very excited !,negative
16456,soo bummed i miss the blockparty again ! haven`t able to the app to listen my iphone,positive
16457,oh i forget they weigh me the dr . i my high weight ever,neutral
16458,just love have proper inet back,negative
16459,i wish we could see you girl today well besides the crowd haah hope you fun,positive
16460,i speak but when niggas be look ya crazi all the time You just stop plus i always use to see y all when i just want,positive
16461,reyt fancy a valentinos bad time consider i can not any,neutral
16462,not ship yet i will not over there at least i will call you,negative
16463,good morning nyc ! if i not break i would land there yesterday afternoon,neutral
16464,i make a myspace twitter the name the twitter kingdom here the link join me !,neutral
16465,i take my yearbook photo earlier school and i not think that it will turn great,neutral
16466,hee hee ! i only holiday the gutter try to there once a week least welcome laugh Loud,negative
16467,still pretty depressed lose her hello kitty necklace,positive
16468,think all the cleaning and organizing that need to do the weekend !,negative
16469,sort twitter issue very frustrated that you can not talk someone and they respond slowly issue capacity the challenge,neutral
16470,yeah ... he and scoreless tonight,negative
16471,buy my dress yesterday ! only more day til chris home so excited gavin his first tooth,negative
16472,i need a code,positive
16473,not,neutral
16474,you just notice this girl ? welcome adulthood !,neutral
16475,rain oh well it still friday !,neutral
16476,i just read lactose stuff and i can eat hard cheese ! there no lactose it jump joy this rainy day,neutral
16477,sockso o i sorry shannon,positive
16478,watch find nemo my nephew so cute !,negative
16479,wolverine a bit short wait cat to dress then york the day,positive
16480,work i so happy my job a radio and not anything physically exhausting,neutral
16481,thank twilight ... i know we love canon,positive
16482,omg you never see the ring its a creppy movie,positive
16483,oh he so cute ... he uniteddogs.com ? poppy there,negative
16484,i gon cryy ! my car look so good clean and its rain ? i always this ... wash it right it rain,positive
16485,may the fourth you happy star wars day,neutral
16486,chroma key coolness ... when the cumulus seminar go online could not see the live feed here,positive
16487,that like plane train and automobile ? good luck juan pelota,neutral
16488,sweet dreams,positive
16489,ready to go home more hrs wrk,positive
16490,the drs beverly hill ... doctor`s scare out me,neutral
16491,i need a job that can pay all my hospital bill i very sick lately,negative
16492,this not a happy tweet,negative
16493,apple do some impressive thing my almost year old macbook except when i pour coffee the keyboard,negative
16494,yay ! i glad that i not the only one who about to sign their soul twitter and facebook welcome,positive
16495,hello 30stm fan another one that cool i not know fan them person only the net so how you ?,positive
16496,sigh my metal friend keep plan stuff sunday afternoon when i work feel like i lose touch them,neutral
16497,count the minute when my dad`s g friend leave,negative
16498,elmo awhh you alright ?,neutral
16499,so its superstar sunday ? superstar i know sunday,neutral
16500,i know ! my bg look emo now laugh loud,neutral
16501,i wish that i the weekend so i can go sol,neutral
16502,nearly finish angel and demon awesome book feel so lame only read it now,positive
16503,the order me a new blackberry to arrive tue ! i may die now and them phone i withdraw already,neutral
16504,i like how no matter how much fun i have i need a hug a bowl raman and a comfy blanket as soon as i get home,negative
16505,dang i just drop some my subway da floor ... ahh the rule pass already,positive
16506,fine thank not long now till christmas i`m excited,negative
16507,good morning plan the day church follow f1 & lunch mum & dads then dm discussion star trek !,positive
16508,chiel well ... i would love to a zoo ! p nt think i can there sunday but sometime i will i want to,neutral
16509,ok so i shed a few tear watch the preview next week medium i so scared i so addicted this show i love it,positive
16510,it`s so not like me i the middle coordinate a move stuff il old nyc apt + all stuff new apt,neutral
16511,i love wit this fool college hill,neutral
16512,watch the kid eat an ice cream,positive
16513,hahaha i broke i need money sighh,neutral
16514,haha i fail just remember sohcahtoa xd,neutral
16515,this original your truly ... if you want to become wealthy learn the thing most ppl say they not time,neutral
16516,oh no ! the tv break no red standby light or anything ... check the plug fuse now the inside,neutral
16517,what the heck ? why what`s go,negative
16518,my love ! we still havn`t do lunch together like we say we would i miss you my friend,negative
16519,i give my sis a show my crib sunday she an incredible jewelry designer but you will go,neutral
16520,bonfire my fave !,positive
16521,i save a ipod touch a tb external and a ram upgrade no more morning coffee,positive
16522,thank hopefully it,neutral
16523,i exhaust new song day myspace check,positive
16524,here the link i will talk you heree it the movie,negative
16525,so nice how natalie taught jameson why !,neutral
16526,feel rather peckish ... no dinner at least hour wah,positive
16527,if i could only update my status just place,neutral
16528,to come in bake there and slight headache now,neutral
16529,miss my bestfriend now she leave school,negative
16530,bring it it to win it the good movie ever ! You the good actress singer dancer and role model xoxo,negative
16531,wake dream i meet my hero author anne rice & her son author christopher rice i such euphoria perhaps i would someday,positive
16532,gon dream my prince charming tonight n see if everything go back normal i really hope so EMOTION_LOVE,positive
16533,its gon na a beautiful day !,positive
16534,its rain its pouring where my spooning buddy,positive
16535,just finish watch he`s just not that you love it,neutral
16536,they already my book,positive
16537,sad my mommy leave indy today,neutral
16538,take a load old broken concrete the landfill try to find a recycler,negative
16539,yes hindustan rock dude ! dunia mein asay koi fusion nehi milegi,neutral
16540,i know ridiculous ! we never get to hang i love chicago and want to go shopping ... so a trip sound like fun,positive
16541,hello beautiful how mariahs baby ? jackie still not talkin me i call her n leave her a message the other day,positive
16542,watir ?,neutral
16543,ha ha ha i know ! love it love him,neutral
16544,hahaha ! yes i,positive
16545,i nt understand sensex but wow !,neutral
16546,its so hard let her go and see her cry,neutral
16547,save till hk,negative
16548,see the finish line disappear a plethora email ! wah,neutral
16549,wowzer ! it`s very windy not good my allergy,negative
16550,finally home ! tomorrow day amazing,negative
16551,culture increase india govt to make new law such as wat will charge if a boy tease a boy nd wat if a boy rape a boy,positive
16552,very much much much mash ! more please,neutral
16553,yes i can talk friench and my picture this me france ! now i london and soon i go l.a,positive
16554,ok peep good morning i go bed hit me later,neutral
16555,happy mothers day everybody,positive
16556,ok just notice it theatre now not know when it show vancouver though,positive
16557,marie better than hudgens omg our song come shuffle what would you city high,neutral
16558,woo hoo ! i make it your favorite see rock,neutral
16559,just watch the movie the holiday i forget what a feel good movie it ! lovely evening,positive
16560,i like light wall & shatter`d the most ! great work germany must to know you as soon as possible,positive
16561,so glad its friday ! only week schol leave i glad its almost summer though,positive
16562,omg i want to go the beach !,positive
16563,time to hit the study note ! prep friday`s exam,neutral
16564,shatter ! pwg botch his hybrid dolphin shirt order and send him,neutral
16565,a head cold,negative
16566,happy robbie drink a good bit as long as he not wake sick,neutral
16567,google wave look cool i should work these guy i come some these idea year ago,neutral
16568,wow great promo orbicule there an english translation somewhere ? my norwegian not that good,positive
16569,i miss you so much o,neutral
16570,i a dream there some kind bug my eye,negative
16571,nick`s voice still make me wanna kill thing,neutral
16572,that remind me i need to pick a mask thank i prefer not to take med because i will addict,negative
16573,i think taylor laughtner and selena gomez the cut couple ! i love them both just read it m my fave mag,positive
16574,i feel your pain ... nt you hate those day,positive
16575,happy mothers day ! will go later pm to watch a well renowned group singer,neutral
16576,get my grubby paw a live recording paramore you to hear its well than chocolate,positive
16577,fire call today miss it,positive
16578,try to the groove study heellpp mee,negative
16579,no boby will not talk me,neutral
16580,i talk my good friend i ? ureo i phones rio de janeiro and valentines day brazil he a girlfriend and ii m not,neutral
16581,alone home ... nice very nice !,neutral
16582,i not till,positive
16583,i know its nice haha,neutral
16584,this weekend a very relaxing i my cousin`s place and watch a tv series ' tru call really cool,positive
16585,go to a full night sleep tonight so her arm can well it`s no fun force to use your left hand,positive
16586,ha check the high score today currently i the no1 slot,negative
16587,somehow i go to to figure how to come sydney day,neutral
16588,or he gon na chop you tiny bit the,neutral
16589,spend some time the guild war 4th birthday update menagerie a welcome new feature ... ranger anyway,negative
16590,close instead yay ! just min till i can go home and talk my lovebug,positive
16591,chick cole hit me haha run cousin,neutral
16592,happy mother day all the strong hard working mother may god bless you and your family,neutral
16593,we go we buy we conquer ! and we come back the most delicious custard croissant,positive
16594,press ctrl bottom right it`s there ky,positive
16595,very sad that my camera the hand the geek squad week !,neutral
16596,feel sick and wonder if i should out bed to go throw or just go sleep ...,negative
16597,sleep all day laugh Loud now time to start my un article what fun EMOTION_SMILE ...,negative
16598,finish shift min ... drive half an hour and start all over again till a.m. and back @ am tomorrow and its sunny,positive
16599,yeeah and it too see empire top computer game ?,neutral
16600,i native not french ! i hate this try to find animal french i suck someone help pleease ? alone- allison iraheta,neutral
16601,but ... but i`m not !,negative
16602,friday tube work slow,neutral
16603,watch a movie and rock my baby kitty who asleep my sling hang my neck so cute,negative
16604,boo dario let tk a hair cut,positive
16605,also just hang right now ? just bored hahaha not to work again today this different no hour no money laugh Loud whatev,neutral
16606,har vondt i ryggen my back hurt,negative
16607,we waste way too much paper the office ... nothing worthy that almost disgust me,negative
16608,italy or greece me love italian man hehe EMOTION_WINK,negative
16609,ugh i tired,positive
16610,i just know you would that !,negative
16611,oh il probs wt i every yaer watch the first one then watch the last couple week laugh loud,positive
16612,sometimes i wish thing could go back the way they the beginning last summer,neutral
16613,fry oreos downtown vegas go the park her cousin good day everr happy mommy`s day !,neutral
16614,actually we go there june my office colleague pay company,positive
16615,happy mother`s day all mom !,neutral
16616,think him,positive
16617,its it do ?,neutral
16618,good afternoon,neutral
16619,i know but it will not the same,positive
16620,sydney toyota landcruiser new ad receive and will post the hcc site soon,neutral
16621,such a terrible day only now ...,neutral
16622,firefly ... that`s nathan fillion as,negative
16623,hungry go to eat ... catch you guy later & people who hurt my sardonic quote why you wait hit me back,neutral
16624,when nina pick my call lastnight i nt know she talk me and i like totally nt answerr,negative
16625,i would say year young not too young but he would to intelligent good convo skill and other skill,neutral
16626,circus fun i not any hope get out the parking lot not move min,neutral
16627,i really tired not much time to sleep,neutral
16628,oh dear,negative
16629,you them california vintage ? ahahah they the good dress i want them but i nt ebay,neutral
16630,lord but that mean you will leave me alone,positive
16631,or elope i can not wait to see the picture you the dress it will breath take,neutral
16632,such a fun night i need the break i love you man eff hilarious ! good night twitter world sweet dreams,positive
16633,feel sorry adam cook strong david and family,positive
16634,woot just my interview ! go awsome i not to talk mr . johnny think ... oh well i still really good,negative
16635,sad miss my friend !,positive
16636,dear itto what could possibly that bad ?,negative
16637,i love it ! i also like the new profile pic,neutral
16638,ed cornwall school a week confuse,positive
16639,just tell dan to not say anything anymore ... i super sad,neutral
16640,jonaswebcast i just miss it !,negative
16641,goodnight !,negative
16642,and the fuck because i nt my gift ! i so exited it and it soo awesome ...,positive
16643,kk i just follower like a minute ago,positive
16644,not go to service tonight the fact that i yet to find a dress prom tomorrow ugh,neutral
16645,well uhm i guess You pretty now nt You ? laugh loud but it still sound good,neutral
16646,tell me it i spend the min the morning computer doesn`t leave a lot time shower & hair do`ing,positive
16647,that`s true it still suck though because i all lolol i so original ohshit so but yeah thank !,neutral
16648,leave so sad wait mom to come home want to papa johns dinner,neutral
16649,wockeez don`t wanna miss any your show ... you guy kick it ! sad to say my plane the shop,negative
16650,that suck i seriously hope you feel better soon you need to come next week !,negative
16651,i think there should a thumb button cry me a river,neutral
16652,wish you do san francisco !,negative
16653,i a super cool dream last night ask me and to her show wooww hope it will come true,neutral
16654,i boredd the day go quick i not like it !,positive
16655,pollard never i ban court order,negative
16656,i see them a show a few week ago hate to say i not all that impress fun and as good though,negative
16657,i drunk hickup i a pretty lay back great night but i still can not help but mad the situation i put myself,negative
16658,but i know i can not,neutral
16659,gutte your not play kos july jules,neutral
16660,the way it crumble cookie wise,negative
16661,kashtam ! wonder what would the similey csk,neutral
16662,dad no trip to lahore you me i live dc & nyc which also = big target bummer no pizza hut chicken tikka pizza me,neutral
16663,thank the way which men`s hairstyle right now ? i grow my hair long anyway hope you have a good weekend !,negative
16664,assassin we soo sorry we love kitty and know how much they become a part you,positive
16665,flip the race and the nba playoff pull dale jr and bron bron,neutral
16666,laugh Loud wat vibes do atlantic ? & where ur shirt your twitter pic laugh loud,neutral
16667,laugh loud ! salivary gland ? frm those little fly no way alison = drama queen oh no ur brain hurt a new brain grow,positive
16668,piece now possibly beachwood a bit,neutral
16669,f work want somebody to come ?,neutral
16670,that the class i keen guess i to wait next summer bummer,negative
16671,gross it hot and there cotton everywhere hello allergy,neutral
16672,sadly not me it`s some1 w/ follower update & not use twitter since may i want that name too,negative
16673,minute turn hour oop,negative
16674,nigeria oh yeah i know we meet when i take the trash hhaha,negative
16675,it month end i here till,negative
16676,thank you gerbino force us start junior year to make survey mockup let me tell you how super helpful this skill,neutral
16677,p.s . ray just as strong cloud as regular sun sometimes strong just Your information,positive
16678,a great point ... but i not any ! woods sara you should know better haha,neutral
16679,grr ... fatboy slim out the edc lineup,positive
16680,i will i enjoy do the peg bag i adapt the design a tote bag bit cut than i normally,negative
16681,that amazing she will happy it enjoy your sunday,positive
16682,forward start teach new student all hypnosis will plenty laugh i sure,positive
16683,bloody poet bad friend ! sorry to hear that,positive
16684,i wish there an i like option like fb thing like this,negative
16685,lunch watch hole bbc1,positive
16686,the and the same ! should a good gig,neutral
16687,dude come ... least rotate that !,positive
16688,run a worm skating ... poor wormie but glad to back,negative
16689,the aila cyclone leave my house calcutta a break sunshade balcony and a huge branch tree our bathroom window,positive
16690,aw get orthodontist today,negative
16691,you must ask the cubs fan i can not fathom it myself,neutral
16692,yorks v lancs the telly not go too well yorkshire,negative
16693,i always want to perfect thati ? s so hard cause i even know that iti s impossible ...,negative
16694,its true ... i can never like bambu never,negative
16695,yay i win the bag giveaway and those bag so pretty ! or maybe i will a belt ? we`ll see,neutral
16696,my poor poor mouth,positive
16697,so it rainy georgia what i ? wear bright color and hope the sun come ! i`m doubtful that this go to work,negative
16698,rb vi ... t.y both ?,negative
16699,laugh loud you see where i go that ... both my last name to common nothing special me,neutral
16700,i so happy i ace my final !,neutral
16701,my son back school today feel much better he not too sick ... he not stop eat !,positive
16702,sometimes game cruel because they not real ... like last night when i win wheel fortune,positive
16703,that sad trauma ... future serial killer,negative
16704,i drive mph a daily basis You cld film fast & furious me but anything mph not my forte i bump anything !,negative
16705,welcome twitter i hope it would not long you see the light and join us !,neutral
16706,it`s hot i could turn the a c but i try to green as long as i can stand it right now i just a little red and shiny,positive
16707,exam the bad mahn ! to go,neutral
16708,it could bad so You usually a nite owl ?,negative
16709,suprisingly okay or possibly still drunk goodbye suck though,negative
16710,that s funny actually i could use a haircut ... may grow it august woodstock anniversary party yrs,neutral
16711,it`s natsmith88 last friday today,negative
16712,mad because quiz answer the bet ford fusion sweepstake all wrong,neutral
16713,dude letter the new currency i think we rich !,negative
16714,can`t wait sytycd tour ashleighh & izzayy,neutral
16715,? ... thank You ur msg so awesome ! luv the new single xoxo,neutral
16716,light i,positive
16717,i see this guy arvo skl cus he ask me,neutral
16718,not a very good day the house,neutral
16719,you too ! happy mom`s get to rule and kid to take it day,negative
16720,work me except when i use the word autofollow and get follow an bot sell an autofollow program,positive
16721,hahahah thank you feel the love,negative
16722,but if you get hit a car who would make such lovely music ?,positive
16723,room so empty,neutral
16724,buffett lambaste bankers insurer i ? greed i     i stupidityi,neutral
16725,rainy day today no car so we stuck the house i need to go the post office too ... bastard,neutral
16726,mraz popcorn crazy dude and still adorable,negative
16727,my lil sister graduation ... they grow so quick,positive
16728,new follower,neutral
16729,everyone we another hater,neutral
16730,i so stoked see you the jonas brothers,negative
16731,take request nkkairplay,neutral
16732,i miss the old healthy me and i loose faith that i ever will again,neutral
16733,you should direct your want to invest question or they the big cheese,negative
16734,freakin hawt guy this restaurant ... where i eat dinner my father,positive
16735,how freak cold it sydney tonight ...,positive
16736,i love the song when i first hear it but that video just give me goosebump thank sharing,neutral
16737,ugh i so tired waitin the bus good morning !,positive
16738,work ! still sick,negative
16739,believer i know ! that`s ok most EMOTION_WINK thank,negative
16740,he`s !,positive
16741,i will give You an icecream ?,neutral
16742,dollhouse save ! its come back another season too bad scrub not,neutral
16743,just get back work ot naman new ?,negative
16744,really not mind too much sittin @ standstill listenin music twttrg but the gas gauge not lookin healthy,neutral
16745,omg that right hahaha i stupid,negative
16746,a good day !,negative
16747,i sowwy You to work w an idiot i will call You if You want just to break day,positive
16748,fantastic week london but atrocious hour journey home,negative
16749,i think i become obsess mgmt- kid,positive
16750,hello may you a great day,positive
16751,people still mail thing ?,positive
16752,lucky You i stick the rain ...,neutral
16753,i keep try but no i not win the right answer though ! trick question,neutral
16754,morning all beautiful day ... good go enjoy some sunshine i to go work unfortunately,neutral
16755,the most painful sound the world me the crying someone i love bad i can not even hold them and say i sorry,neutral
16756,watch supernatural ! how exciting,negative
16757,the sun break the cloud ! ... and now it cover again,positive
16758,oh oh ! go shop my good friend today yaay go to so much fun need to alot new clothe,neutral
16759,yeah i make the python conversion script the provider`s extranet day expect a way to promote python jcdecaux,positive
16760,just put the brat bed now i chillin noodle,neutral
16761,downloadfestival`s lineup not as good as i think it there some other awesome band do the festival but miss dl,positive
16762,heyy nat ! twitter twitter twitter you will used it hahaha love youu,neutral
16763,oh yea my pain go a little bit laugh so hard which good and nice once,positive
16764,omg i nt tweet all that much today sadness,positive
16765,man my daddy leave to work again i never see him a lot i miss my daddy,negative
16766,thank You ff followfriday,negative
16767,happy mothers day !,positive
16768,miss her work peep,positive
16769,bike trail miss j front tooth hopefully ! vacation suck,negative
16770,go shopping place thingie ! right back laterz,neutral
16771,need a non - long distance boyfriend girlfriend watch sonny a chance,neutral
16772,i love that game xx,neutral
16773,laugh loud thank i like to top i go to enjoy this how long can i up there ?,positive
16774,no more mshs ! get ta go work ... too tired,positive
16775,kind of tired poopy puppy patrol who know lil doggie could make so much um ... waste they super cute though,negative
16776,dammit i ca nt watch stadium music,neutral
16777,i so sleepy my head hurt gnite lover ! see ya that am,negative
16778,why i still lose follower ? the people hate me the world hate me or maybe ... read more,neutral
16779,save me i feel like i go crazy ?,negative
16780,i excited ! hust let me know when you want to go lucky7 tattoos,negative
16781,sound bicycle ? suck i ca nt ride you,positive
16782,correct ! i adore him i just pluck him and put him my arm cuz he cryin all well now hahaha,negative
16783,just bad good leader and delegate it,positive
16784,mm home make pizza that i help to make a home make cheesecake to eat soon & family ... a nice day mother & nanna,neutral
16785,not work here,positive
16786,michael porter haunt me again ugh the force but i not remember the other strategy competitive advantage,negative
16787,fall while holdin kale hand today ... i hurt my foot & he bruise his forehead i such a klutz !,neutral
16788,laugh Loud yeah i a few slice cheddar cheese sleep,negative
16789,mc happy mother`s day your mom EMOTION_WINK love yah,negative
16790,i sorry sweetpea ... almost over !,positive
16791,ugh car get steal sometime yesterday evening and this morning when husband due to go work like we can afford this ?,negative
16792,intel gfx driver situation much better recent upgrade kernel and driver git suspend work again few mem leak,negative
16793,tis a book ... call love and tragedy highly interesting influence classical modern world,negative
16794,sweaty and tired the lap run gon na sun run next year no matter what,positive
16795,my phone so stubborn ! you`d think it my gene or something,negative
16796,happy mothers day all you mom out there,neutral
16797,i a bad blogger ! i not blogge weeks~ oop,positive
16798,i think i hate you i nt really want to but you make it hard me to like you what the cake and concert the ...,negative
16799,just get nudge diane,negative
16800,wh wha ? hacky sack plan sans jackie,neutral
16801,sorry to hear that carol,neutral
16802,ze franz not friende me i think they think i a creepy stalker or sommat hmph,negative
16803,may the 4th you all,negative
16804,i sure you leave the audience awestruck katherine look forward read some wonderful report,positive
16805,pshh i nt it,positive
16806,i work a painting due school and hate myself sleep all day and start this so late,negative
16807,it friday here chicago ... and i stuck home agh i`m bore ! grr,negative
16808,not early at all just say you run eastern time hope you fun your audition ! canada ftw,negative
16809,hello all my new follower there suddenly a lot you so will take a little time to round you all,positive
16810,gon na go round some dvds to sell ... i will miss them but i need money !,neutral
16811,peep still here fun times get ta sleep tho work the a.m. some cool hot chick here but none as cool as miss her,negative
16812,ok all bedtime this bonzo ! i just get do my math homework and my brain do the day nite nite a great day,neutral
16813,say good or should i say bad ? afternoon !,positive
16814,cower failure when you mean to comply but stand yourself instead,neutral
16815,i think i would like phoebe`s mom friend stop the movie the sad part,negative
16816,i wanna go the beach ... but i to study,negative
16817,back comedy night great fun it`s only midnight i knackered i get old,neutral
16818,match handball this a the afternoon,neutral
16819,walk the school i go junior high in as it tear,neutral
16820,stay school today,negative
16821,bad most depressing day ever r.i.p,neutral
16822,just cross because i stick twiddle my thumb now ugh,neutral
16823,english exam ! bleh i hate vocab,negative
16824,i so sad i wish i go to,negative
16825,lettuce & spinach best cool weather i live florida not much luck grow those,negative
16826,ow . sunburn hurt !,neutral
16827,victor draw hannah montanna my yearbook.hahaha i go to miss my 2nd so much,negative
16828,home take nick home a little light pocket flash a speed camera,neutral
16829,i dint dump anyone it`s always me who get dump and blame that`s why i not believe relationship twpp,neutral
16830,darn i nt guitar tomorrow,negative
16831,never a chance sleep midnight my mind so tired,neutral
16832,very heart warming indeed i will look forward that day,negative
16833,still totally excited that my old friend twitt i luff my spencer ! even though he rabie,positive
16834,instant internet marketing empire ! + bonus recoup your investment hour or less id=7891,positive
16835,girl talk awesome,neutral
16836,haha so bored ... but happy mother day !,positive
16837,work a logo & i keep get click happy its me not photoshop i nt they a stupid stop clickin ps they ?,neutral
16838,i work tomorrow,neutral
16839,love the dreambear britain get talent,neutral
16840,oh no jess i hope the person ok,positive
16841,er yea i doubly awesome now ?,positive
16842,ouuchh ! i hurt my index finger ahh,positive
16843,i put societe generale china very interesting stuff but me away too much ... get ta fix that !,negative
16844,sayid could dead,positive
16845,conrad you take such good photo,negative
16846,academy rector ton tutor look like the way to go since all the good trix draw engine and mana accel go,positive
16847,forecast sf friday may degree,neutral
16848,last day maternity leave,neutral
16849,of course it,neutral
16850,novos follower sorry the account you head suspend strange activity strange i ?     i timo,neutral
16851,yeah i think it just depend what you do it but least i get it free ill miss my sk though,negative
16852,oh i just check my stock port my marketing unable to buy me ticon good price,neutral
16853,laugh Loud oh dnt worry u`l able to squeeze it soon enough ! hope you a good day today,positive
16854,post my first tweet !,positive
16855,ugh look like you will some work to good luck,neutral
16856,sometimes a long weekend you just need good conversation thank bro,positive
16857,& you matey,positive
16858,may the forth you,neutral
16859,amazing my brand new pari neb broke go figure and it the weekend look like i will not get another next week sigh,neutral
16860,really ? awesome ! we love it ... and i work buckhead church too i love it all around,positive
16861,catch my tweet i see promo your new blog yours i know immediately it would yours the title,positive
16862,wow ... you do this all text ? i would tired a while,neutral
16863,would You some if You here,negative
16864,aww ! i think you lot up there glad you enjoy it,neutral
16865,my jean that once inch too long now about inch too long holy cow i get short ? !,positive
16866,my phone work ! its whack well good morning gon na go eat breakfast neil school start,negative
16867,ur welcome ... anytime,positive
16868,he switch his cellphone ! huaa i ca nt sleep me bebe,positive
16869,class,negative
16870,i wonder your sanity a bit there dear,neutral
16871,hi sweetiepie ! it`s friday night and i miss my sidekick & his slipper it`s just not friday night him,neutral
16872,no i mean i workin a baker then later a pub,negative
16873,listen some nice music i think i should go bed now so i get nice and rest but i will miss russel brand`s ponderland,neutral
16874,shower then back bed so sick still,neutral
16875,i the dentist scary people here ...,negative
16876,meeting go well last night.they shoot promo air this weekend mtv i try to hide but i too close i think they catch me,negative
16877,i an iphone owner so i not really a choice which media player i use Your information apple make terrible window software,neutral
16878,have a great time family ! big up my bro n sis law hang love n peace free,negative
16879,grubb sweet ... my friend kevin join us but i his look the girl carry a backpack & boulder pad,positive
16880,i can hear it now ...,neutral
16881,to spend the weekend ... to not spend the weekend that hte question that my mind,neutral
16882,augustine yes it though not coffee so what your favorite brand ?,negative
16883,yeayy ! good you,neutral
16884,back x man origin surprisingly good,positive
16885,sometimes black girl just piss me like a !,positive
16886,today ! but to work tomorrow,negative
16887,then google twitter day mother day day web1.0 type mothers day social medium,neutral
16888,chill colton who just redesign the cocktail hacker card back me,neutral
16889,the matrix online shut next month ... wow i feel kinda sad it,positive
16890,laugh loud that s the highlight,negative
16891,my mother drunk grreat it`s okay it mother week,positive
16892,i may tell myself that cos he never reply me,neutral
16893,happy mother`s day mom i hope the breakfast nice i love You ?,negative
16894,how s everyone ?,positive
16895,bennett get ta go drive my dad around today but i will back this afternoon,neutral
16896,great mood todayy super excited the game tonight not so excited to year old tomorrow,neutral
16897,viewer my linkedin profiel also view barack obama francisco van jole and erwin blom i good company,positive
16898,i get my film develop asda half them just gray ! and some a black box the top half why ?,positive
16899,can i a splodge ketchup mine please ? !,neutral
16900,ahh fml ! classic crime sell,neutral
16901,around well how you ?,neutral
16902,read my book the sunshine goona be a good day,positive
16903,also finally home no friend or anyone kinda nice to sit a quiet room wish the gf here tho ...,positive
16904,sanctuarysunday awesome news the leo award sanctuary look like they get out the they nomintate not bad !,positive
16905,man i love your shelf ! way to go diy diva,positive
16906,still no shout spider,positive
16907,the road now ! hour ahead and a beautiful girl behind,neutral
16908,my vibe currently down the only thing amuse me my joker shirt look and poke shirt i want a peanut butter sandwich ...,positive
16909,i so honored to hear my name a breezy track hope You like my ! drunk bowling,neutral
16910,house the muse page now live,positive
16911,fun facebook,positive
16912,i wish the same thing ...,positive
16913,yawn ! ow catch a cramp maybe i should take a nap,positive
16914,not it i see enough movie to know that something terrible will happen ... laugh loud,neutral
16915,bawkmarke,negative
16916,download movie jackass ' cool movie,neutral
16917,feel well today but still sick,positive
16918,oh no ! not horrible laugh loud no but she a well singer even if she not cry ... not You think ? she make me cry haha,neutral
16919,will not go the oxford internet institute summer doctoral programme brisbane lack funding,neutral
16920,math not fun at all oh well i get to cook as soon as i get home,negative
16921,bye you all wolverine soon ooaf hugh jackman tell ya what he can sctrahc me anytime EMOTION_WINK,negative
16922,i so sad ... how come pooch hall the game not accept my friend request facebook yet,neutral
16923,unpack my new toy arrive the studio right now it call tc finalizer can not wait to check how it sound !,negative
16924,write this post my new ipod touch !,positive
16925,go john grisham instead ... she very pleased & never suspect a thing laugh Loud hope tomorrow a well day you,neutral
16926,i to choose and Fingers cross sunday and win i shatter why can not i healthy enough to go both ?,positive
16927,think i see the a trak van turn its the alcohol- team van,negative
16928,mm holiday commercial really nice,neutral
16929,i hear ya you`ll to go back work to rest,positive
16930,downside the nice weather it bring the chavs ...,neutral
16931,paw elle & see you innit !,negative
16932,drive past tattere cover stop promise myself to make time next week,neutral
16933,hello there ?,negative
16934,fall love enter shikari again may go a walk the lady later now though,neutral
16935,find the hard thing a christian to put god as first his life i need help,positive
16936,morning,negative
16937,hey guy i go jenny`s house today ! i so much fun so how everyone else ? what You guy doo,neutral
16938,minute a call you would think that the person would mention there already a trouble ticket investigate the issue,positive
16939,i miss you ... come and say bye i leave !,negative
16940,or a wonderful talking alarm call i phone or bed side alarm call ! i can just imagine the wake message laugh loud,negative
16941,sinus headache suck big time !,neutral
16942,tired her friendster account,negative
16943,it not the good flick to sure i just ready star trek now,negative
16944,eat a manderin but it all go now !,negative
16945,i wanna karaoke ! instead ... i get to go work lameness,negative
16946,nt look forward go back work day off nt long enough,negative
16947,to head starbucks . gon na take the bus paradise and starbuck but miss it minute,negative
16948,noo i miami and i just wanna lie the sun but the rain stop me,negative
16949,work make more the only thing that keep me go know i can shop some more once i get pay i becomin a shopaholic hehe,negative
16950,i can not call you cause my portable sai that this number not excist i want so much to talk you,neutral
16951,haha i love dnt regret it now tyga EMOTION_LOVE     but just randomly deleon sings tifanny blews ! haha like line xd,neutral
16952,no and yeah i still sick no school today laugh Loud feel really but that s because i dance laugh Loud thank,positive
16953,i totally go ! and he amazing he`s the reason i buy the tix he only song but blood bank,neutral
16954,halu dinner ... second time this week !,positive
16955,happy mommy day !,neutral
16956,sad that our neighbor just cut all the tree their house ! it look so pretty before and they seem healthy tragic,positive
16957,firefox again take upward 600k memory time to restart,negative
16958,happy mothers day too all mum out there remember treat your mum well she bring you this life,neutral
16959,feel sad i so nt goodbye`z !,positive
16960,watch my patient die tonight put me a funk young,negative
16961,goodbye innocence !,negative
16962,so bored i a headache,positive
16963,who you snugglin tila ?,negative
16964,another one pop a human being congrats nana and wan baby iris a cutie,neutral
16965,aww ur already go,positive
16966,good morning ! it`s go to a kick butt day,neutral
16967,no free wifi ! ? my vacay ruin,positive
16968,clean my room,negative
16969,i the only experience problem log digital point forum ?,neutral
16970,go somewhat out town ? visitng uncle boyet & famm !,negative
16971,my head huwwt,neutral
16972,hang kevin tomorrow ! out go productive,negative
16973,i not feel good throat hurt !,positive
16974,yeah it a bit 80s silly point but i love it,negative
